review_id,text_source,confianca_extracao,elegivel,motivo_exclusao
r7c7083f13465979798aa11be7ff70362,pdf,0.88,incluir,
rc2cfae4c9e0eb2aa7d6068c6979dcb77,pdf,0.88,incluir,
rae422ffeb34d296327dff78016fb8d6e,pdf,0.82,incluir,
rf97c703712a4d1746fa25b532b1afdfa,abstract,0.82,incluir,
r8b558abd5647bf3e80e4b51ff8de83e9,abstract,0.62,incluir,
rdeee837dc167a82276117713e816d088,abstract,0.72,incluir,
r66932b6b7b25dc4fa0abd08c9fd8a6ce,abstract,0.62,incluir,
rfce855d70038642c3c9780b0b441d61d,pdf,0.82,incluir,
rcd1c848d11f45bfab23aefb9b69e69b2,abstract,0.82,incluir,
rd8bd73bc90348d4769b6f0671f7f42b9,abstract,0.55,incluir,
rc0efea35fbc8569c6b41f6244c480daa,abstract,0.72,incluir,
r674b52689b7ec99b58312c73128eee3f,abstract,0.82,incluir,
rd6c6d614023b743a85978938c31154e0,pdf,0.82,incluir,
rd3aa82bb742d5f35c7641448989d2341,abstract,0.82,incluir,
r2750e3b11081ed7824a56afa8c47a609,abstract,0.88,incluir,
r825383eb68a838421703e508bebe9550,abstract,0.78,incluir,
r9f065af4bb700367ae1ebf1e7653502b,abstract,0.82,incluir,
ra8b620a58002fa5b5fa7d54fe89f790a,abstract,0.55,incluir,
rb531466eed2f653a887e0f158024d26d,abstract,0.62,incluir,
r4a9f3e9adee14dc733a9b07d52ce5df0,abstract,0.55,incluir,
r8d22670dec2eee75cebb3433c873f22b,abstract,0.62,incluir,
r6e127aa50cc71955a91fbe7f56481a4e,abstract,0.82,incluir,
r1b32aa96559fe9977a05201bd2d6d284,abstract,0.72,incluir,
r9ee87423d913e0b5e95582ef198812dd,abstract,0.78,incluir,
r2aacc9ece3db59bd3b58e6199ffed809,abstract,0.82,incluir,
r08513be5b66b969f060ac86d11eccacd,pdf,0.82,incluir,
rdc65d906ad188058b538d52e507b2469,abstract,0.82,incluir,
r27d1c9010e9a56eb1f3efa73e532f5c2,abstract,0.78,incluir,
r780af8f94c8165a2cf81a6f569b0311c,abstract,0.82,incluir,
r40f39e2c29ae3ccd5b09fddf89250908,pdf,0.97,incluir,
rccce44397516751a94b31f3d0c78f822,pdf,0.88,incluir,
r7668237ea3ea502614508d1208a52f60,abstract,0.72,incluir,
rcc25c83b4cbcd83f5e586570a304bf32,abstract,0.82,incluir,
r518ce2c4ee2c4473335bd90c591e5c51,abstract,0.82,incluir,
r3c8c19ef0a3b576251f970da5eeb4a83,abstract,0.82,incluir,
r6a018bec200a9fdec90b60ce3cd47454,abstract,0.78,incluir,
r12aaab454bc53de5173554be1fdc6f1b,abstract,0.82,incluir,
rbdab77196588ae72089f6ec48852f7c3,abstract,0.62,incluir,
r66834e999f415182c1e50a654d7a23e6,pdf,0.82,incluir,
r8eee2fe72b9b45a28aa8ba760aa7445b,pdf,0.72,incluir,
r9e2f5432165c6f746e20470ecc634181,abstract,0.72,incluir,
r4e1e084a16f80931ae00a3510ed3c1d7,abstract,0.82,incluir,
r6344e5ec4fa72c251d427602707a2342,abstract,0.72,incluir,
rd9c7d979fe5e1e3e7e16c18b6ed0bbb5,abstract,0.78,incluir,
rb9f277d4d3ccbae819fa42e951f483ff,abstract,0.72,incluir,
r9ac7d7a049756b49044ee39a23e96d95,pdf,0.78,incluir,
rc1a4dfb8e506b94fef6f96f476134abc,abstract,0.72,incluir,
r9bb03644a8c2894b25a59048e387033b,abstract,0.45,incluir,
r698dd64de3961b617f82129409c38352,abstract,0.55,incluir,
r230bbf50f58be80769590c6cce4a6ac1,pdf,0.72,incluir,
r26a206c950b7a398d9662dbceb3b9270,pdf,0.82,incluir,
r629eea9200ce79c677947ffeae87601b,pdf,0.72,incluir,
ra2843ae6c44aef85874fcc81000cf489,pdf,0.78,incluir,
rf5e8544949f6854bfd15ae60597fbd80,abstract,0.72,incluir,
rf8b5c87d8af61c6737413dba27cb6ad1,abstract,0.82,incluir,
r9ae5630d801976c17187d49550fe3be1,abstract,0.75,excluir,E5
rf7d2e28a85e6dfc0126aaabfb08b369a,abstract,0.82,incluir,
r07a7f5bad91f51c3831610b794c459cc,abstract,0.72,incluir,
r5b40a64c21500ed1dfaa2d56610a0f3e,abstract,0.72,incluir,
ra933ef2ab917cdff2bfde69d55765ef2,abstract,0.82,incluir,
r43c7304d0b444d2022ea4c621c8cb880,abstract,0.78,incluir,
r0e34bf10de43c1591844eae8e6da8669,abstract,0.55,incluir,
rcebbb4995893be0c8a5cdfdcad8b91e8,abstract,0.82,incluir,
r8a35d9171cde8fac275c648c7540ebe8,pdf,0.82,incluir,
r0e2303ec0bb299393d36733da53b0c1b,abstract,0.72,incluir,
r77e8bb2d25187f4208ae6b3994a8afd3,pdf,0.88,incluir,
r1be0f06ae1d0de19bbb50e1096d7902a,abstract,0.82,incluir,
r94d31cf2abfcd55f810867f783595942,abstract,0.82,incluir,
rebf75e5eda31f1fb24f50c7fb7d22256,pdf,0.82,incluir,
r660c13b9e44cb430ebb110d93a66c163,abstract,0.78,incluir,
r0fe6e9deddb74d9ff94dbc031f30cb93,abstract,0.88,incluir,
r9227fcc14678e8e030a908ef338f3cc5,abstract,0.85,excluir,E3
r56374f27660c516f6069b78fadee802a,abstract,0.82,incluir,
r127f3a00bba13d0ccdaab2d8f062cde3,pdf,0.82,incluir,
r3cb63bf51b07341a720faa4b19032c8f,abstract,0.78,incluir,
r81d698fd4d77b26c461eff6e88a1afde,abstract,0.78,incluir,
rdeb43a4e5e504cb52ef254778dc28395,abstract,0.55,incluir,
r513577e9269886de8c488a5dc3c66897,pdf,0.97,excluir,E3
r8b35bcbd35a1c61f471823001734a7b8,abstract,0.72,incluir,
r9e3819c67e0b14e5edadf14e4fbdb3f2,abstract,0.78,incluir,
r5342c7676733b84d143608cc4153418b,abstract,0.82,incluir,
r03321d41a0cd92d031d907ad89eac200,abstract,0.62,incluir,
r60603c6fc4d647f2ef33b310d04259b6,abstract,0.88,incluir,
rbfcc628053b02b576cc9656c956f97eb,pdf,0.85,excluir,E5
rf690fadc048ad1763deca2c374eca282,abstract,0.72,incluir,
raa7779a941027e3ef8059f178ab72979,abstract,0.78,incluir,
r0a7716ad53486649900742b157b22b40,abstract,0.62,incluir,
r719874dae04bce2ce07674075699d679,abstract,0.72,incluir,
r3177ebe411c67256a3ac275c1ca0cccd,abstract,0.82,incluir,
r3a6746b3246fe5aae2e76ef13ab98e0d,abstract,0.62,incluir,
r4950328dcd2b09784fbea988d25841c2,abstract,0.72,incluir,
r60133445671a75f66fa5d8e4c6e82dc9,abstract,0.82,incluir,
raeffb761b29b39edcf32c8d443f1e063,pdf,0.88,incluir,
r5ed6ada0929dee3a2636260c3e086dd6,pdf,0.82,incluir,
r47ea3619d87020513178b719bb508659,abstract,0.72,incluir,
r5d78cf5dcbd798525568660d6c2af5e9,abstract,0.78,incluir,
rcd4d4755fce64e9da5d862ae765c94b6,abstract,0.55,incluir,
r71d59d3a59e4a78d56daa7a7f3c6fe0a,abstract,0.88,incluir,
r224bec292ee027e00695dea1bdc5b8e5,abstract,0.62,incluir,
r01fe2eb9ae4947838b66f0415335daef,abstract,0.72,incluir,
ra766869f52b8ce6f8071dae4c278e9fd,abstract,0.82,incluir,
r64bc4e3a9e545c6b3edf9da1bab79ff0,abstract,0.82,incluir,
ra61a21fc708bf107b13b25e4cedca478,pdf,0.88,incluir,
r3ef3eefbe8d306121c82557641985ce1,pdf,0.72,incluir,
r9151240b34df9481fd03e1d6778059af,abstract,0.55,incluir,
r80d4defb9faff6818200835581b8f435,abstract,0.62,incluir,
r8b7b2ba793a935617251b638f93650e9,abstract,0.62,incluir,
r616729e148de90e0eee6e4058ef644a8,pdf,0.72,incluir,
rba1ab7c91e1163f2c6055d7aace9de1f,abstract,0.78,incluir,
r356093d35c7aa6b4b728f284d4700c93,abstract,0.72,excluir,E5
re1e78b6d68da576f57eb01cf56a4b4bb,abstract,0.8,excluir,E3
re1edee3fc863ac24d179c5907c7d20ee,abstract,0.72,incluir,
ra7c7967247e06875c8027a129b63352d,abstract,0.55,incluir,
rba6b6a09353be3a0b51aa97219b15d7c,abstract,0.55,incluir,
reade149f025714cd86c2bd823c8a2242,abstract,0.45,incluir,
r6566e908b9cdf28aa4c35d0ca9e7723e,abstract,0.82,incluir,
rd281ac51d022166ad755ae28f02e40f8,pdf,0.88,incluir,
r841b7ce0758978cdbd844ac4a7fa4027,abstract,0.72,incluir,
rff15f889ab6c6725242dee04644eb09b,abstract,0.62,incluir,
rd9a0c9a1d77ece78a8024e8bfe3c6e42,abstract,0.72,incluir,
r172ea049763c9f910760a562a6dc5e69,abstract,0.82,incluir,
refb16381196b2721e23f60eb7d0840b2,abstract,0.62,incluir,
r81e6b96f61f288db9d8cc383ca35094a,abstract,0.55,incluir,
r916ea27453534acfd3fd40dd44782e78,abstract,0.62,incluir,
r8c209873f856fe3eeaeb227829a6219e,abstract,0.62,incluir,
r49622a43ca00823e9e36e67bf0124208,abstract,0.55,incluir,
rd5307c2e9a89be75ae942535efb26cfd,abstract,0.72,incluir,
rfcb05b66796f91435b769385207eb806,abstract,0.62,incluir,
rf9cf951912728c4dd87794c3263ec885,abstract,0.82,incluir,
r237453b25c31ea58f0391614921c77d1,abstract,0.52,incluir,
r6458ad2e0a64a0db85b313a75b94bd25,abstract,0.82,incluir,
r575364b338e4d154740e1eb35ec66474,abstract,0.72,incluir,
rf2ead9f5b3ec860c58592e21036b15db,abstract,0.82,incluir,
r3209f0d9f01a3c226c63b925ce2cbe70,pdf,0.88,incluir,
r7bda3015e7568bb62b5d04efdb16fa36,abstract,0.85,incluir,
rc76ffe2a819574e885c705d5d6bb6f99,abstract,0.82,incluir,
r5ebd3869126de4b251a8c3878fadb875,abstract,0.72,incluir,
rcba5223576bc2f2ee88ecb400989ddeb,abstract,0.62,incluir,
rb9145c8e1786d66b6d04546adbadc100,pdf,0.62,incluir,
r975e85aa83d472cc30fb514ba5aad740,abstract,0.82,incluir,
r9e8e56223dc083ed413697d67db8bb74,abstract,0.62,incluir,
r15bf7841e098b491772b432a37b9e899,abstract,0.78,incluir,
r940bc7826bf2d99d79fb4bb1c2cec0e6,pdf,0.9,excluir,E3
rbde595894a76080ea517a151c7e51f1a,abstract,0.72,incluir,
rf66adabe7d50c277ed9977dbf5a609a6,abstract,0.82,incluir,
rff54b66b3fb2c0937c71afc49ea7f4b2,abstract,0.82,incluir,
r1d1160b14d1562da488ca712d0e825d6,pdf,0.78,incluir,
r02c800bfecb81a04bbc9e8b85f50bec7,abstract,0.62,incluir,
ra0d2ecee1e2e73d7965bfd2ff0a65e19,abstract,0.72,incluir,
r150b027c1ae35cea9ea239434de4d680,abstract,0.82,incluir,
r05e32c72e6ee47b36531841c4ae40bdf,abstract,0.62,incluir,
r83ad13847db4e9ab3b3850b19db3d942,pdf,0.88,incluir,
r04e9d85e23b5ff96a09db0524aea38dd,abstract,0.55,incluir,
r2aaf0812522d5ef847e975f1ac36a8be,abstract,0.72,incluir,
rdea0eab1cc14fa5b44ae8ece0e7a6a9c,abstract,0.72,incluir,
re39012497848d497aa039b33298cd022,abstract,0.78,incluir,
r6810c07e0d5dee97d52b306b4eb545a6,abstract,0.78,incluir,
r6fa8f9f83d61a8c0cff480617ebcd3f5,pdf,0.72,incluir,
r95c944e421036b8fe283f8b07257930c,abstract,0.72,incluir,
raf51e562375dde33d7e4ad45ef7a75c7,abstract,0.55,incluir,
r27dc80c1f52250fdccfc78f33b61cf97,abstract,0.82,incluir,
r180920916b99fe0796f49a32bf5d2287,abstract,0.9,excluir,E3
rc66db4f4e74bb513562b7ed62357f6c4,abstract,0.55,incluir,
rc5168428bbe33a91ac9a394fff972981,abstract,0.72,incluir,
rabdef159d44c0df0fb88746f8a4eb5b5,pdf,0.72,incluir,
r447c4efbc06059186dca68ee00e0b0f8,pdf,0.82,incluir,
r93f94ba33fdcb131c3369ceaaec68150,abstract,0.52,incluir,
r4adf4a6712d11c56907d7223f17f18ec,abstract,0.55,incluir,
r8e24c2ab819a7433526d0fbca1d9cdea,abstract,0.82,incluir,
r53e94958d97c6f2243a1654f1a76412c,abstract,0.85,excluir,E3
r3f5e127910a3d16bee9b77cdd9dbab8b,abstract,0.62,incluir,
r258922f3d2e5ea9ea58aad992089b972,abstract,0.82,incluir,
red421e7fe457c35a819a637c289a0dda,abstract,0.78,incluir,
r33c9d284080d5a87e38535a1348a2496,abstract,0.72,incluir,
r450936d7334bb933c345168d275ad765,abstract,0.72,incluir,
r7c7857296e1fc1ec91fbd322f68979a5,abstract,0.72,incluir,
r72d6fb27a614024e6e68e0bacfd28620,abstract,0.72,incluir,
r0528f180c24892134ac264c6ce0f1a60,abstract,0.72,incluir,
r171e8db4fb68a52cfc6c2f7b15f7c979,abstract,0.72,incluir,
r5b72a9c12229c92cbcb7df1e55dd1bd5,abstract,0.62,incluir,
re9d53f60f4b1b3001cf844c185841c1b,pdf,0.88,incluir,
rda33695bd39c80c1475e7322faf7ab7c,abstract,0.62,incluir,
r444ef71b72affcf2710241ea8c5560aa,abstract,0.82,incluir,
r81df382b85f80da06003c3058bccec6d,abstract,0.88,incluir,
r283913526be15b2593f2b4aadee74aaf,abstract,0.72,incluir,
r9f28195d23e88ce359491c850c7daedc,abstract,0.82,incluir,
r99fe02f1f0b89cc694454a059bb1dbae,abstract,0.78,incluir,
r742eb8b42a16ebc5f8ee9383dc538043,abstract,0.62,incluir,
rfc5d619f7e99b1e30792d1bb5198d63a,abstract,0.72,incluir,
rd5b029fb589eb98f219e5d2e34476f5c,abstract,0.78,incluir,
r17799633d335a60a7e1bdfe63d300fae,abstract,0.82,incluir,
r73f4109eaf5e7bfcee9c8b6d1b0aca27,abstract,0.62,incluir,
r8ffdd056205684ee176934720f8f0820,abstract,0.72,incluir,
r3230570c449ce398575abb1d31a13e79,abstract,0.72,incluir,
re2d12f63c987681b83507e73de6af99c,abstract,0.52,incluir,
rf0b061bff00148b0927fbffa5329e6db,abstract,0.62,incluir,
r32b4e16e64d1827f603978fe4067cfd1,abstract,0.55,incluir,
rad3d3756c5659ad96a1fdc6c0e9e6f97,abstract,0.78,incluir,
r9831ac0c948d32b859e758d592f2aa01,abstract,0.82,incluir,
rd01ce946b71b3563ec439496a61ee063,abstract,0.72,incluir,
r27d949a48998e0ed6689aa804fc3b5d1,abstract,0.72,incluir,
r55a42058ad898f5b7e81a9489f95f67e,abstract,0.62,incluir,
rcc49085ae6e1004ab03776d9d718340c,abstract,0.72,incluir,
r09b4d62a3db5aca2f1ba09971a0c19e8,abstract,0.85,excluir,E3
re9a965fabba7fd35cb0fc819f5cc2ced,abstract,0.82,incluir,
r314b9fffff872b5755871550a24051e1,abstract,0.82,incluir,
rfaa8935ac8eb12ae4d273138cbe9b331,abstract,0.78,incluir,
ra88f06c75de8753f68e921534685147a,pdf,0.82,incluir,
r567cb315ab1affd10590efdbf535dbaf,abstract,0.78,incluir,
ra4528001a8c706905a53ab407c7cf1a6,abstract,0.82,incluir,
rd1ce89541c0aff4f89436b8061b78648,abstract,0.82,incluir,
r2fbed325fd0d76d8da51a98b3ad8f4d2,abstract,0.82,incluir,
rbf7ec51e20e5214fb0e4cd81c6b6b158,abstract,0.82,incluir,
rbb16d2290c7dbc9abba4f61a67cc26cb,abstract,0.82,incluir,
r828b9b52d46e61168473921a3aa5227c,abstract,0.82,incluir,
r13d34ee606e2045741fd5fae23bfbcbe,abstract,0.82,incluir,
r1ecd0bb65e12b942d2ea3633176e03c8,pdf,0.82,incluir,
rba313fad406bcbcf52a879db3e261fe8,abstract,0.82,incluir,
r482de30898fe025303fb4bead5363ffe,abstract,0.82,incluir,
rad835b1278a0003d1c1955c9f2e3db7a,abstract,0.72,incluir,
r96687cd22d29e12b4317196c929f6bb4,abstract,0.82,incluir,
r147d157ac3095d4a5e287d58debc03e3,abstract,0.82,incluir,
r664e04fee3f998763275f6e0ecaf2ffd,abstract,0.82,incluir,
r283df2f90b838c2f43cc13f452db4157,abstract,0.82,incluir,
r3e5afbaa470fd481a3f942420ffc2e38,abstract,0.82,incluir,
r8e11ca83430470bed5e5d0b375cd0a8c,abstract,0.82,incluir,
rafd62c0affe0cd26f9a57ffb81c39973,abstract,0.82,incluir,
r3ee3297ac5770fd86555ff712bb3a729,abstract,0.82,incluir,
r2a8e3a738d584b38242350674dbb40e7,abstract,0.82,incluir,
r41c88a4bd61ea30e5af67518054e6bfd,abstract,0.72,incluir,
r1de1f08f2f6c5e34c9863657eb078e38,abstract,0.55,incluir,
rad9accfe2d593a54853e75f8493996fb,abstract,0.72,incluir,
ra13e9a0fb203a7cd66d84a6fd7cc2b9c,abstract,0.78,incluir,
rb9d97eca6a751d12030043130f50c42e,abstract,0.82,incluir,
rc019ab67ca9ef2a443472d700312ede8,abstract,0.82,incluir,
r000bbdb311cdb42cc65e791c9997e416,abstract,0.82,incluir,
r0fddb25a62497f4098c54ed06a90af65,abstract,0.72,incluir,
r81eb087d30ec60c6d1ba9480dab7764d,abstract,0.72,incluir,
rc7b9787d4c8904ea665f224ecfb8655c,abstract,0.82,incluir,
r4ace0e6d352d38dc9b575fce3a92b3c6,pdf,0.72,incluir,
r0c59bff805ebee92864f396b2bf060a0,abstract,0.72,incluir,
ree7872a46e5429e3f1b55796b85e61a9,pdf,0.95,incluir,
ra407c3b8fc71a66a9b4f8ebcce964a09,abstract,0.72,incluir,
r878a2435362c262154c0d306d20428ac,abstract,0.72,incluir,
rd9131de5e91d8451dc0339112ed3f2f2,abstract,0.82,incluir,
r6e1a98cf48c1937f2a033c62387bc822,pdf,0.82,incluir,
rbc3b31f3f4850caa7a00445737a04b17,abstract,0.82,incluir,
rf2f3c90e4c2113f4bb8e8ce833076274,abstract,0.78,incluir,
rfeab51d0da2f8ef27700964a384c7175,abstract,0.82,incluir,
r30e76a32d80721b18a097b0509eb81f8,abstract,0.82,incluir,
r6d68040eff61e3c8d24960e291e6ca1e,abstract,0.72,incluir,
r1799ca85d8773a5f641e00445df9a127,abstract,0.82,incluir,
r82abd757ce6f1f4019f6d8e3c348fc78,abstract,0.82,incluir,
r5d485af25157a88c6e290a6a7adcb00d,abstract,0.78,incluir,
rfe31f4876fa52aa20862170684cf57d4,abstract,0.72,incluir,
r8709c14f954883ce88484a14bb94b0e4,abstract,0.82,incluir,
r9a2b4db7e69c4efa239f5e9d569ed222,abstract,0.72,incluir,
r1f6ef93e7cbcbf204815099b4ecc8fb6,abstract,0.62,incluir,
r27c9d4bc9c91070c9afea3d77083a20c,abstract,0.62,incluir,
r4818125b72879aeacfdf2c002aa879bc,abstract,0.82,incluir,
rc2187948d2570d920bc72d458798f64c,abstract,0.72,incluir,
rca74b5d8ac7ee663d1ed4465d7c27f21,abstract,0.78,incluir,
r5a4b8ff2a1b2bdc73d7898773147d18f,pdf,0.82,incluir,
rb0c5993069c180950abd1d1fa55e56fe,abstract,0.82,incluir,
r20d58ecad50fba66de22743f23af9806,abstract,0.82,incluir,
r0e1ad6300870960e884c346002db28fd,abstract,0.82,incluir,
r37821aa002e840ee705906fd15f704de,abstract,0.72,incluir,
r91041de7c57a0d041c719cd3f7cf4948,pdf,0.88,incluir,
r7dc3595e96cb8328c4c5a201dec00412,pdf,0.72,incluir,
r8834d12ced1440ecdcc859347f2f1d9c,abstract,0.72,incluir,
rbd8de4e72d5949bc4a5abeb86d780395,abstract,0.82,incluir,
r460942478838707ec5eb750037e278e8,abstract,0.82,incluir,
rc99a6b5e3884f0000cefd9c322d2aa7e,abstract,0.82,incluir,
r475c079c60706115259b153a88f195a8,pdf,0.88,incluir,
rb42d3a2eb9a12cbe2abaf7d6d3175af8,abstract,0.78,incluir,
ra52414b2796805d204070a5e54060384,abstract,0.72,incluir,
r6946c5686d2aa66bb4ec9abce037b750,abstract,0.78,incluir,
r59199393d37d9bbf0aa9b80c84bb1764,abstract,0.82,incluir,
r084495c5ab8d4f05231f7b4e2661f6b4,pdf,0.92,incluir,
r914fcb3b3bfe2c653d4efd9a3da67a96,pdf,0.78,incluir,
rf5b3029dded85923b5de040df18c5b0e,abstract,0.72,incluir,
r6f588abff8fd20ca25bafa593da940d2,abstract,0.72,incluir,
ra37d8373326c4f1f99449e4b0944f0ee,abstract,0.82,incluir,
r73d30722482e6e5684ee9f756254901b,abstract,0.72,incluir,
r20d64868193d102db7f02a638a62c962,abstract,0.78,incluir,
r3a3aec69dea55f88dd303d775eb6c729,pdf,0.88,incluir,
r4f84a58a8fb891e253e91828001b2294,pdf,0.72,incluir,
rae26571efc1284c3780ffa624c184a2a,abstract,0.82,incluir,
r0c189a3a31d6f5a3efb34ba6077e21f0,pdf,0.78,incluir,
re3637476f8ccaa9fe50adda602b35aa9,pdf,0.92,incluir,
re1d53cf628c5d07aa1b1bf09e12a4df9,pdf,0.88,incluir,
r4f7f4413630197522995c1efa6a7fe50,abstract,0.78,incluir,
rc21936995945cddc597d6ed1d9eab9ca,abstract,0.72,incluir,
r196ba01d37ab88ca5696ae208617f551,abstract,0.78,incluir,
r1f8e73f6a804b0b88ec00379dd3f9bbf,abstract,0.88,incluir,
rbad80acc3957c871ed8b4c09f3eeeba7,abstract,0.78,incluir,
rbc61993d0b3527c9a376819127713fee,abstract,0.55,incluir,
ref94459791c606ba05b43396bc72b3f3,pdf,0.82,incluir,
r18a55bdd80d496ab15b6fb5416e94552,abstract,0.82,incluir,
r5bfc5be656a643780174245525ab5fc6,abstract,0.85,excluir,E3
r96cdb340d18231169220055974e2607f,abstract,0.85,excluir,E3
rb80d6edd0c9df481ff221ad7bccae682,abstract,0.62,incluir,
r8387a47402476c74790a35eae4dcd769,abstract,0.82,incluir,
r50a70bc625f1c98ff6d31c25ec649f77,abstract,0.78,incluir,
rabb46fa59d92588b75ab5455d55fb7f3,abstract,0.82,incluir,
r620b4e43b0d785f191ef22a83625550b,pdf,0.72,incluir,
r7c96c4754b5bdc9ccd2e3210b1afce3b,abstract,0.72,incluir,
r4e3d37405f9963b2ecf7cd8d61627eff,pdf,0.62,incluir,
rf44ecabb883989742d8bc220d8a85d5f,pdf,0.82,incluir,
r1783143a0f24e43a04a681f21b2fa9c1,abstract,0.72,incluir,
r177473d8592f8eff24b530e2f353e67d,abstract,0.78,incluir,
r57823a268fa39d4c103e5bad982183d1,abstract,0.82,incluir,
r9d833d9de6db847aa75ef6d7993edad7,abstract,0.82,incluir,
r031d5261cec7b244dd13ed7a218c3370,abstract,0.82,incluir,
r9ffdb9fea4c2021a661c8cc7c2f6f395,abstract,0.82,incluir,
re7145cee20bd6eca0f5862c6d134500f,abstract,0.72,incluir,
r963723765a432949d08e16b17f2abd29,abstract,0.72,incluir,
r4d76182cd198dd9cae2058d4279d893f,abstract,0.82,incluir,
rf5f1784965784d60afc70e9ea4b17956,abstract,0.78,incluir,
rb286d1d395b942deeaaf086be7aca05d,abstract,0.72,incluir,
r3ca316946a7c91baca199c8147e7637c,abstract,0.72,incluir,
rdaf127fcec05a9e2eaf221dc92cdc93f,abstract,0.78,incluir,
ra8a5c9bb905f5a85ef673ff995fc3028,abstract,0.78,incluir,
r5cab2e3e157da15596f806bf95a7d4cc,abstract,0.72,incluir,
r7aaa3dcdcf0b9c2bf63cefd981188dd7,abstract,0.82,incluir,
rc27de7be4910a28f139d8e67ffb9ceec,abstract,0.82,incluir,
re068ec660266a3e3017e44b0859cd016,abstract,0.72,incluir,
rc6c4c825825e9df50ef78fc843b17de3,abstract,0.72,incluir,
r1a4cde0450c83b61be7db6c720091826,abstract,0.78,incluir,
raccbf3daa77998979227a82e8c52030c,abstract,0.62,incluir,
rbeaa72e9879268d795679a4fa0e01122,abstract,0.82,incluir,
r266f9386f488ebe97f0056b0e03c3cab,abstract,0.72,incluir,
r6a4350c09a365eaf6d60bb714377a6ab,abstract,0.78,incluir,
r14a11020171faaaa48acc4cec395a979,pdf,0.82,incluir,
r668e1ed2431a3b38b78f50ed18975cd0,pdf,0.82,incluir,
raaff79a4fca4e27742162734e04a5c89,abstract,0.82,incluir,
ref10c59b80da5910664c6d36c6a6b5ee,abstract,0.82,incluir,
rd52ab0ff4cd1ff87a210e7501ee3b93f,abstract,0.78,incluir,
r02711ccb651d40e4426e872bb89d9d5e,abstract,0.72,incluir,
r65b849aed2ba7531a458331507afaf47,abstract,0.82,incluir,
rb640de3abaac6e3fb7b1e8b34df26829,abstract,0.82,incluir,
rd01e42830d0644a1d26769f301cb79e7,abstract,0.55,incluir,
r1755f29a69b454a5474e5f86afc51d3b,abstract,0.82,incluir,
r9af2707895b9125e8eaf43b81d74aa33,abstract,0.82,incluir,
r19c6bc80b34f200451c9e8e2e822b273,abstract,0.92,incluir,
r2f72890d71a2efb8decf8dd6ce52fa59,abstract,0.78,incluir,
r6dd9dc353ac34ead1da9b2ed1bf0fcb4,pdf,0.82,incluir,
r30e20ad5ae20d7018dfa592f99f55fbe,abstract,0.82,incluir,
rd82fc00ec25138cf765ca62b63552fff,abstract,0.72,incluir,
rd52323c8e38c330e7033e028bc14f2f9,pdf,0.88,incluir,
rf4aceecc9ab204e8c14ba5f830f8b21f,abstract,0.72,incluir,
r31e3d95a86fc4246b5897d1af5572198,abstract,0.72,incluir,
r793ba4028c78e83f90cf20e23b191239,abstract,0.82,incluir,
r4707a0f03b9e610edf2538b01934eb4a,abstract,0.62,incluir,
r6250fe4c4aa4944c5f61c2832ff20706,abstract,0.82,incluir,
r07bef8889d5590313b41c6e89ac6fdf3,abstract,0.82,incluir,
r27f1cd9a02a0e7619d2b42ade2cf57c7,abstract,0.72,incluir,
r49fb961e3a61693ab1ad00e6fbd7fb41,abstract,0.62,incluir,
rd07b2f7833ee83c98b03fd94a4230295,abstract,0.82,incluir,
r58b5a1680bb59eb0604792080aa9c984,abstract,0.72,incluir,
r76f18a8f4b29170416eaa0fd950d77ce,abstract,0.78,incluir,
r40d0c37c24c35a613f622bcc0e4689b8,abstract,0.72,incluir,
r8e352adfd180af1ec54dd1d71b35c98a,abstract,0.72,incluir,
r2a3db747a885fcbd59e2b7ca78b8abc9,abstract,0.82,incluir,
r02b74f49f2c500d38a3e86d5474672a5,abstract,0.72,incluir,
r942b3b8d678c0e6a674aa91f6033de02,abstract,0.72,incluir,
rf6fc4d9bc6d0d8652f7c18dc03d007f1,abstract,0.78,incluir,
r92e51649254db69f7e406532391c447f,abstract,0.78,incluir,
rd71cecfafb6daefede2018a48417a26e,abstract,0.72,incluir,
r4970e08042d89dc7002948c9d8eee6eb,abstract,0.72,incluir,
r2cdc1e3b1970d95b8202c3734be8fbe6,abstract,0.82,incluir,
r38254b2051601ee6870e4e15f3ef08a6,abstract,0.72,incluir,
r1fc184a1a48fe6e4bb906f53886244e8,abstract,0.72,incluir,
rd19caa10c9649853b89d8244ad0ca71e,abstract,0.62,incluir,
r091ac0074b7e3b3f8700bd11e15609ee,abstract,0.62,incluir,
r23db456d36a59a62e001c8ed4d21fed8,abstract,0.62,incluir,
re32a379ee53df243920b7b1f4b1b4816,abstract,0.5,excluir,E5
r4f20bb8dfe0fdd3fb59284137f93348c,abstract,0.82,incluir,
r89659e54aaf44093a9b63737e3aa055f,abstract,0.62,incluir,
ra7665529fe164599dc6bf5795cf7758d,abstract,0.62,incluir,
rac339dbc41b569b850d3463640cd8a31,abstract,0.55,incluir,
r05c19a790de290c477e6433cbd24fe2d,abstract,0.55,incluir,
rad424eda0da22fa618789b27f1e81e4c,abstract,0.82,incluir,
r8fd43728890904ef6b2fb672e5d372e8,abstract,0.55,incluir,
rdb2ab2e9ce0125d37f3f80d332570cb2,abstract,0.72,incluir,
r91bf3501627fcc70bc862f4ba679e8c3,abstract,0.62,incluir,
rf1ed5dbb1539a37eed0df5854641d038,abstract,0.72,incluir,
